name,type,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
AQUARIUS BY THE PARK,Condo,East,OCR - [D16],,1231,1/11/2023,1216,1/11/2023,,,1231,1/11/2023,1284,1/4/2023,1183,half year,1147,half year,0,NaT,0,NaT,939,2018,892,2018,928,2019,917,2019,938,2020,875,2020,964,2021,921,2021,1026,2022,1078,2022,1184,2023,1149,2023
AQUENE,Condo,East,OCR - [D15],,1433,1/10/2023,0,no sales,,,1460,1/7/2023,0,no sales,1433,half year,0,no sales,0,NaT,0,no sales,1208,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1270,2021,0,no sales,0,no sales,0,no sales,1434,2023,0,no sales
ARCHIPELAGO,Condo,East,OCR - [D16],,1502,1/12/2023,1492,1/9/2023,,,1550,1/5/2023,1537,1/4/2023,1476,half year,1460,half year,0,NaT,0,NaT,1289,2018,1165,2018,1200,2019,1169,2019,1168,2020,1124,2020,1201,2021,1144,2021,1316,2022,1314,2022,1459,2023,1417,2023
ARDMORE II,Condo,Central,CCR - [D10],,0,no sales,3261,1/3/2023,,,0,no sales,3385,1/9/2022,0,no sales,3261,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2767,2019,0,no sales,2768,2020,0,no sales,3045,2021,0,no sales,3085,2022,0,no sales,3182,2023
ARDMORE PARK,Condo,Central,CCR - [D10],,0,no sales,4437,1/7/2023,,,0,no sales,4881,1/7/2022,0,no sales,4437,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,3180,2019,0,no sales,2993,2020,0,no sales,3454,2021,0,no sales,4051,2022,0,no sales,4317,2023
ARDMORE THREE,Condo,Central,CCR - [D10],,0,no sales,3986,1/1/2023,,,0,no sales,3986,1/1/2023,0,no sales,3986,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2882,2019,0,no sales,0,no sales,0,no sales,3292,2021,0,no sales,3128,2022,0,no sales,3986,2023
ARENA RESIDENCES,Condo,East,RCR - [D14],,2130,1/11/2023,2130,1/11/2023,,,2213,1/10/2023,1357,1/9/2019,2092,half year,1349,no sales,1893,1/2/2021,1349,1/12/2019,1799,2018,1322,2018,1840,2019,1341,2019,1862,2020,0,no sales,1866,2021,0,no sales,1987,2022,0,no sales,2092,2023,0,no sales
ARIVA ON SHAN SERVICED RESIDENCE,Condo,Central,RCR - [D12],,0,no sales,3943,1/3/2022,,,0,no sales,3943,1/3/2022,0,no sales,3943,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,3943,2022,0,no sales,0,no sales
ARTHUR 118,Condo,East,RCR - [D15],,1791,1/12/2023,1948,1/10/2023,,,1903,1/8/2022,1948,1/10/2023,1791,half year,1948,half year,0,NaT,0,NaT,1529,2018,0,no sales,0,no sales,1558,2019,0,no sales,0,no sales,1778,2021,1698,2021,1897,2022,1398,2022,1791,2023,1948,2023
ARTHUR MANSIONS,Condo,East,RCR - [D15],,0,no sales,2060,1/4/2023,,,0,no sales,2060,1/4/2023,0,no sales,2060,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1601,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1968,2023
ARTRA,Condo,Central,RCR - [D03],,2404,1/12/2023,2404,1/12/2023,,,2377,1/10/2023,2404,1/12/2023,2315,half year,2315,half year,2160,1/6/2020,1819,1/7/2020,0,no sales,0,no sales,2106,2019,1887,2019,2107,2020,1965,2020,1900,2021,1986,2021,2083,2022,2212,2022,2304,2023,2251,2023
ASCENT @ 456,Condo,Central,RCR - [D12],,1423,1/12/2023,0,no sales,,,1684,1/8/2023,0,no sales,1535,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1274,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1403,2022,0,no sales,1510,2023,0,no sales
ASCENTIA SKY,Condo,Central,RCR - [D03],,1847,1/10/2023,1838,1/12/2023,,,1985,1/6/2022,1967,1/11/2023,1806,half year,1784,half year,0,NaT,0,NaT,0,no sales,0,no sales,1644,2019,1458,2019,1628,2020,1456,2020,1683,2021,1485,2021,1829,2022,1658,2022,1798,2023,1747,2023
ASPEN HEIGHTS,Condo,Central,CCR - [D09],,2096,1/3/2022,2153,1/11/2023,,,2096,1/3/2022,2243,1/9/2021,2096,no sales,2098,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1730,2019,1722,2020,1740,2020,2039,2021,1905,2021,2096,2022,2019,2022,0,no sales,2122,2023
ASPEN LINQ,Condo,Central,CCR - [D09],,1490,1/7/2022,0,no sales,,,1956,1/3/2021,0,no sales,1490,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1919,2021,0,no sales,1490,2022,0,no sales,0,no sales,0,no sales
ASPEN LOFT,Condo,East,RCR - [D15],,0,no sales,1364,1/12/2023,,,0,no sales,1443,1/7/2023,0,no sales,1364,half year,0,no sales,0,NaT,0,no sales,1046,2018,0,no sales,0,no sales,0,no sales,1021,2020,0,no sales,1113,2021,0,no sales,1092,2022,0,no sales,1404,2023
ASTON LODGE,Condo,East,RCR - [D14],,951,1/8/2021,0,no sales,,,951,1/8/2021,0,no sales,951,no sales,0,no sales,0,NaT,0,no sales,753,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,909,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
ASTON MANSIONS,Condo,East,RCR - [D14],,0,no sales,1173,1/12/2023,,,0,no sales,1186,1/7/2023,0,no sales,1155,half year,0,no sales,0,NaT,0,no sales,883,2018,0,no sales,861,2019,0,no sales,888,2020,0,no sales,916,2021,0,no sales,1013,2022,0,no sales,1163,2023
ASTOR,Condo,East,OCR - [D14],,1073,1/10/2022,1018,1/12/2022,,,1073,1/10/2022,1018,1/12/2022,1073,no sales,1018,no sales,0,NaT,0,NaT,906,2018,808,2018,888,2019,816,2019,892,2020,819,2020,902,2021,984,2021,1073,2022,982,2022,0,no sales,0,no sales
ASTOR GREEN,Condo,West,RCR - [D21],,1572,1/7/2023,1426,1/9/2023,,,1572,1/7/2023,1426,1/9/2023,1572,no sales,1395,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1159,2019,0,no sales,1042,2020,1530,2021,1196,2021,0,no sales,1270,2022,1572,2023,1374,2023
ASTORIA PARK,Condo,East,OCR - [D14],,1367,1/8/2023,1338,1/10/2023,,,1367,1/8/2023,1338,1/10/2023,1324,half year,1262,half year,0,NaT,0,NaT,1086,2018,1091,2018,1006,2019,1075,2019,1024,2020,999,2020,1028,2021,1029,2021,1204,2022,1090,2022,1286,2023,1217,2023
ASTRID MEADOWS,Condo,Central,CCR - [D10],,0,no sales,2204,1/12/2023,,,0,no sales,2295,1/10/2022,0,no sales,2204,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1753,2019,0,no sales,1691,2020,0,no sales,1970,2021,0,no sales,2162,2022,0,no sales,2238,2023
ASTRIDVILLE,Condo,Central,CCR - [D10],,0,no sales,1624,1/8/2023,,,0,no sales,1624,1/8/2023,0,no sales,1624,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1349,2021,0,no sales,1573,2022,0,no sales,1624,2023
ATLASSIA,Condo,East,RCR - [D15],,0,NaT,0,NaT,,,2206,1/8/2022,2237,1/11/2023,2206,no sales,2237,half year,2206,1/8/2022,2237,1/11/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2123,2022,1974,2022,0,no sales,2136,2023
ATRIUM RESIDENCES,Condo,East,RCR - [D14],,1314,1/6/2022,1338,1/11/2023,,,1314,1/6/2022,1338,1/11/2023,1314,no sales,1338,half year,0,NaT,0,NaT,1102,2018,997,2018,1151,2019,1087,2019,0,no sales,891,2020,1130,2021,1029,2021,1314,2022,1235,2022,0,no sales,1300,2023
ATTITUDE AT KIM YAM,Condo,Central,CCR - [D09],,2188,1/4/2021,0,no sales,,,2188,1/4/2021,0,no sales,2188,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1749,2020,0,no sales,2188,2021,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
AURA 83,Condo,East,RCR - [D15],,1624,1/10/2023,1287,1/9/2023,,,1683,1/12/2022,1501,1/11/2022,1624,half year,1287,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1464,2020,1190,2020,1481,2021,1474,2021,1683,2022,1324,2022,1592,2023,1287,2023
AURALIS,Condo,East,OCR - [D15],,1629,1/9/2023,1413,1/10/2019,,,1629,1/9/2023,1413,1/10/2019,1629,half year,1413,no sales,0,NaT,0,NaT,1560,2018,0,no sales,0,no sales,1413,2019,1456,2020,0,no sales,1526,2021,0,no sales,1535,2022,0,no sales,1629,2023,0,no sales
AVA TOWERS,Condo,Central,RCR - [D12],,0,no sales,1292,1/4/2023,,,0,no sales,1330,1/4/2022,0,no sales,1292,no sales,0,no sales,0,NaT,0,no sales,1038,2018,0,no sales,1102,2019,0,no sales,0,no sales,0,no sales,1188,2021,0,no sales,1294,2022,0,no sales,1292,2023
AVALON,Condo,Central,CCR - [D10],,0,no sales,2436,1/7/2023,,,0,no sales,2436,1/7/2023,0,no sales,2436,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1871,2020,0,no sales,1912,2021,0,no sales,2119,2022,0,no sales,2436,2023
AVANT RESIDENCES,Condo,East,RCR - [D14],,1574,1/12/2023,0,no sales,,,1826,1/6/2018,0,no sales,1574,half year,0,no sales,0,NaT,0,no sales,1594,2018,0,no sales,1495,2019,0,no sales,0,no sales,0,no sales,1018,2021,0,no sales,0,no sales,0,no sales,1600,2023,0,no sales
AVENUE SOUTH RESIDENCE,Condo,Central,RCR - [D03],,2365,1/12/2023,2365,1/12/2023,,,2623,1/5/2022,2414,1/3/2022,2263,half year,2345,half year,2620,1/9/2022,1956,1/9/2022,0,no sales,0,no sales,1985,2019,1883,2019,2077,2020,1970,2020,2257,2021,2058,2021,2440,2022,2190,2022,2262,2023,2345,2023
AVILA GARDENS,Condo,East,OCR - [D17],,1231,1/10/2023,1249,1/8/2023,,,2252,1/2/2023,1249,1/8/2023,1231,half year,1146,half year,0,NaT,0,NaT,879,2018,848,2018,898,2019,869,2019,911,2020,822,2020,1032,2021,902,2021,984,2022,1030,2022,1443,2023,1110,2023
AVON PARK,Condo,East,RCR - [D13],,0,no sales,1420,1/10/2020,,,0,no sales,1470,1/4/2020,0,no sales,1420,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1230,2019,0,no sales,1423,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
AXIS @ SIGLAP,Condo,East,OCR - [D15],,1565,1/9/2022,1228,1/3/2023,,,1565,1/9/2022,1399,1/7/2021,1565,no sales,1228,no sales,0,NaT,0,NaT,1378,2018,818,2018,1414,2019,0,no sales,0,no sales,1112,2020,1519,2021,1047,2021,1565,2022,956,2022,0,no sales,1228,2023
AZALEA PARK CONDOMINIUM,Condo,East,OCR - [D17],,1054,1/8/2023,1118,1/11/2023,,,1054,1/8/2023,1149,1/9/2022,1028,half year,1103,half year,0,NaT,0,NaT,929,2018,866,2018,905,2019,921,2019,0,no sales,834,2020,965,2021,887,2021,1041,2022,1016,2022,1024,2023,1104,2023
BALCON EAST,Condo,East,OCR - [D16],,1464,1/7/2022,1331,1/3/2023,,,1464,1/7/2022,1410,1/2/2023,1464,no sales,1331,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1274,2019,0,no sales,1145,2020,1185,2020,0,no sales,0,no sales,1464,2022,0,no sales,0,no sales,1370,2023
BALESTIER 288,Condo,Central,RCR - [D12],,1129,1/6/2021,1069,1/3/2022,,,1129,1/6/2021,1069,1/3/2022,1129,no sales,1069,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1129,2021,0,no sales,0,no sales,1069,2022,0,no sales,0,no sales
BALESTIER PLAZA,Condo,Central,RCR - [D12],,0,no sales,1177,1/4/2021,,,0,no sales,1177,1/4/2021,0,no sales,1177,no sales,0,no sales,0,NaT,0,no sales,1024,2018,0,no sales,1090,2019,0,no sales,1066,2020,0,no sales,1130,2021,0,no sales,0,no sales,0,no sales,0,no sales
BALESTIER POINT,Condo,Central,RCR - [D12],,1110,1/11/2020,1081,1/9/2021,,,1110,1/11/2020,1157,1/4/2021,1110,no sales,1081,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,1110,2020,0,no sales,0,no sales,1113,2021,0,no sales,0,no sales,0,no sales,0,no sales
BALLOTA PARK CONDOMINIUM,Condo,East,OCR - [D17],,990,1/8/2023,928,1/12/2023,,,990,1/8/2023,1081,1/7/2023,990,half year,1018,half year,0,NaT,0,NaT,816,2018,757,2018,0,no sales,770,2019,757,2020,769,2020,840,2021,804,2021,858,2022,910,2022,990,2023,1008,2023
BALMORAL 8,Condo,Central,CCR - [D10],,0,no sales,2290,1/7/2023,,,0,no sales,2290,1/7/2023,0,no sales,2290,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1818,2019,0,no sales,1937,2020,0,no sales,1891,2021,0,no sales,2173,2022,0,no sales,2268,2023
BALMORAL CREST,Condo,Central,CCR - [D10],,0,no sales,2004,1/8/2022,,,0,no sales,2004,1/8/2022,0,no sales,2004,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1794,2021,0,no sales,1904,2022,0,no sales,0,no sales
BALMORAL GATE,Condo,Central,CCR - [D10],,0,no sales,2080,1/12/2023,,,0,no sales,2184,1/4/2023,0,no sales,2080,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1677,2019,0,no sales,1674,2020,0,no sales,0,no sales,0,no sales,2132,2022,0,no sales,2060,2023
BALMORAL HEIGHTS,Condo,Central,CCR - [D10],,2323,1/3/2023,2082,1/6/2022,,,2323,1/3/2023,2082,1/6/2022,2323,no sales,2082,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1884,2019,1907,2020,1771,2020,1909,2021,1857,2021,0,no sales,2082,2022,2323,2023,0,no sales
BALMORAL HILLS,Condo,Central,CCR - [D10],,0,no sales,2305,1/1/2023,,,0,no sales,2358,1/7/2022,0,no sales,2305,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1719,2019,0,no sales,2034,2020,0,no sales,2058,2021,0,no sales,2358,2022,0,no sales,2305,2023
BALMORAL PLAZA,Condo,Central,CCR - [D10],,0,no sales,1303,1/8/2019,,,0,no sales,1303,1/8/2019,0,no sales,1303,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1303,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
BALMORAL POINT,Condo,Central,CCR - [D10],,0,no sales,1754,1/11/2021,,,0,no sales,1754,1/11/2021,0,no sales,1754,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1754,2021,0,no sales,0,no sales,0,no sales,0,no sales
BALMORAL RESIDENCES,Condo,Central,CCR - [D10],,0,no sales,2294,1/11/2023,,,0,no sales,2294,1/11/2023,0,no sales,2294,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1938,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2080,2022,0,no sales,2294,2023
BALMORAL TOWER,Condo,Central,CCR - [D10],,0,no sales,1602,1/10/2019,,,0,no sales,1602,1/10/2019,0,no sales,1602,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1602,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
BALMY COURT,Condo,East,RCR - [D14],,1006,1/12/2020,1054,1/4/2022,,,1006,1/12/2020,1054,1/4/2022,1006,no sales,1054,no sales,0,NaT,0,NaT,0,no sales,871,2018,0,no sales,855,2019,1006,2020,876,2020,0,no sales,743,2021,0,no sales,1054,2022,0,no sales,0,no sales
BANYAN CONDOMINIUM,Condo,West,RCR - [D05],,0,no sales,1188,1/5/2022,,,0,no sales,1252,1/5/2021,0,no sales,1188,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1239,2019,0,no sales,0,no sales,0,no sales,1252,2021,0,no sales,1210,2022,0,no sales,0,no sales
BARTLEY RESIDENCES,Condo,Northeast,OCR - [D19],,1707,1/11/2023,1840,1/11/2023,,,1789,1/10/2023,1840,1/11/2023,1748,half year,1750,half year,0,NaT,0,NaT,1452,2018,1321,2018,1419,2019,1298,2019,1453,2020,1256,2020,1411,2021,1329,2021,1526,2022,1459,2022,1679,2023,1654,2023
BARTLEY RIDGE,Condo,East,RCR - [D13],,1776,1/12/2023,1762,1/11/2023,,,1869,1/7/2023,1875,1/5/2023,1758,half year,1807,half year,0,NaT,0,NaT,1526,2018,1445,2018,1447,2019,1374,2019,1471,2020,1313,2020,1494,2021,1406,2021,1601,2022,1459,2022,1723,2023,1753,2023
BARTLEY VUE,Condo,Northeast,RCR - [D19],,0,NaT,0,NaT,,,2205,1/12/2022,2010,1/10/2023,1992,half year,1914,half year,1992,1/9/2023,1981,1/12/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1910,2021,1821,2021,1996,2022,1824,2022,1982,2023,1908,2023
BASSEIN COURT,Condo,Central,CCR - [D11],,0,no sales,1465,1/8/2021,,,0,no sales,1465,1/8/2021,0,no sales,1465,no sales,0,no sales,0,NaT,0,no sales,1429,2018,0,no sales,1429,2019,0,no sales,0,no sales,0,no sales,1430,2021,0,no sales,0,no sales,0,no sales,0,no sales
BAYOU RESIDENCE,Condo,Northeast,OCR - [D19],,1273,1/8/2022,911,1/4/2022,,,1273,1/8/2022,969,1/6/2018,1273,no sales,911,no sales,0,NaT,0,NaT,1028,2018,969,2018,1046,2019,0,no sales,0,no sales,0,no sales,1179,2021,917,2021,1273,2022,911,2022,0,no sales,0,no sales
BAYSHORE PARK,Condo,East,OCR - [D16],,1463,1/12/2023,1246,1/11/2023,,,1463,1/12/2023,1432,1/9/2023,1321,half year,1264,half year,0,NaT,0,NaT,1062,2018,1013,2018,992,2019,984,2019,994,2020,928,2020,1054,2021,1025,2021,1205,2022,1204,2022,1321,2023,1253,2023
BAYVILLE CONDOMINIUM,Condo,West,RCR - [D05],,0,no sales,1466,1/9/2023,,,0,no sales,1466,1/9/2023,0,no sales,1466,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,990,2019,0,no sales,1130,2020,0,no sales,1161,2021,0,no sales,0,no sales,0,no sales,1310,2023
BAYWATER,Condo,East,OCR - [D16],,0,no sales,1351,1/10/2023,,,0,no sales,1351,1/10/2023,0,no sales,1317,half year,0,no sales,0,NaT,0,no sales,955,2018,0,no sales,1012,2019,0,no sales,957,2020,0,no sales,1022,2021,0,no sales,1106,2022,0,no sales,1216,2023
BAYWIND RESIDENCES,Condo,East,OCR - [D15],,0,NaT,0,NaT,,,2196,1/4/2023,2172,1/5/2023,2175,no sales,2172,no sales,2175,1/5/2023,2172,1/5/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2144,2022,2049,2022,2160,2023,2119,2023
BEACON HEIGHTS,Condo,Central,RCR - [D12],,1499,1/12/2023,1551,1/12/2023,,,1499,1/12/2023,1551,1/12/2023,1458,half year,1551,half year,0,NaT,0,NaT,1212,2018,934,2018,1248,2019,1104,2019,1201,2020,1152,2020,1227,2021,1202,2021,1312,2022,1397,2022,1428,2023,1370,2023
BEAUFORT ON NASSIM,Condo,Central,CCR - [D10],,0,no sales,3155,1/10/2023,,,0,no sales,3155,1/10/2023,0,no sales,3155,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2532,2021,0,no sales,0,no sales,0,no sales,3155,2023
BEAUTY WORLD CENTRE,Condo,West,RCR - [D21],,0,no sales,1063,1/12/2023,,,0,no sales,1063,1/12/2023,0,no sales,1063,half year,0,no sales,0,NaT,0,no sales,842,2018,0,no sales,804,2019,0,no sales,833,2020,0,no sales,911,2021,0,no sales,995,2022,0,no sales,1063,2023
BEAUTY WORLD PLAZA,Condo,West,RCR - [D21],,1572,1/4/2023,0,no sales,,,1572,1/4/2023,0,no sales,1572,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1322,2021,0,no sales,0,no sales,0,no sales,1572,2023,0,no sales
BEAVERTON COURT,Condo,Central,CCR - [D10],,0,no sales,1780,1/12/2023,,,0,no sales,1780,1/12/2023,0,no sales,1780,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1378,2019,0,no sales,1363,2020,0,no sales,1474,2021,0,no sales,1651,2022,0,no sales,1780,2023
BEDOK COURT,Condo,East,OCR - [D16],,0,no sales,892,1/11/2023,,,0,no sales,1071,1/3/2023,0,no sales,973,half year,0,no sales,0,NaT,0,no sales,642,2018,0,no sales,846,2019,0,no sales,770,2020,0,no sales,823,2021,0,no sales,925,2022,0,no sales,1004,2023
BEDOK RESIDENCES,Condo,East,OCR - [D16],,1887,1/11/2023,1440,1/12/2023,,,1887,1/11/2023,1734,1/3/2023,1780,half year,1497,half year,0,NaT,0,NaT,1541,2018,1445,2018,1469,2019,1464,2019,1495,2020,1373,2020,1549,2021,1414,2021,1631,2022,1433,2022,1744,2023,1512,2023
BEDOK SHOPPING COMPLEX,Condo,East,OCR - [D16],,0,no sales,280,1/10/2021,,,0,no sales,280,1/10/2021,0,no sales,280,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,280,2021,0,no sales,0,no sales,0,no sales,0,no sales
BELLA CASITA,Condo,East,RCR - [D15],,1772,1/12/2023,0,no sales,,,1793,1/10/2023,0,no sales,1782,half year,0,no sales,0,NaT,0,no sales,1474,2018,0,no sales,0,no sales,0,no sales,1355,2020,0,no sales,1469,2021,0,no sales,1542,2022,0,no sales,1764,2023,0,no sales
BELLA VISTA,Condo,East,OCR - [D13],,1431,1/10/2023,1080,1/11/2020,,,1431,1/10/2023,1080,1/11/2020,1431,half year,1080,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1133,2019,0,no sales,0,no sales,1080,2020,0,no sales,0,no sales,1356,2022,0,no sales,1431,2023,0,no sales
BELLE VUE RESIDENCES,Condo,Central,CCR - [D09],,0,no sales,1696,1/7/2023,,,0,no sales,2358,1/8/2021,0,no sales,1696,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1913,2019,0,no sales,1787,2020,0,no sales,1958,2021,0,no sales,1950,2022,0,no sales,1676,2023
BELLERIVE,Condo,Central,CCR - [D10],,2192,1/2/2023,2323,1/8/2023,,,2192,1/2/2023,2323,1/8/2023,2192,no sales,2323,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1694,2019,0,no sales,1739,2020,1900,2021,1760,2021,0,no sales,2048,2022,2192,2023,2323,2023
BELLEZZA @ KATONG,Condo,East,RCR - [D15],,1580,1/4/2023,951,1/11/2018,,,1580,1/4/2023,951,1/11/2018,1580,no sales,951,no sales,0,NaT,0,NaT,0,no sales,951,2018,1228,2019,0,no sales,0,no sales,0,no sales,1244,2021,0,no sales,1510,2022,0,no sales,1580,2023,0,no sales
BELMOND GREEN,Condo,Central,CCR - [D10],,2088,1/10/2021,2542,1/5/2023,,,2088,1/10/2021,2542,1/5/2023,2088,no sales,2542,no sales,0,NaT,0,NaT,0,no sales,0,no sales,2042,2019,1824,2019,0,no sales,1657,2020,2026,2021,2042,2021,0,no sales,2270,2022,0,no sales,2286,2023
BELMONDO VIEW,Condo,Central,RCR - [D12],,0,no sales,1620,1/9/2022,,,0,no sales,1620,1/9/2022,0,no sales,1620,no sales,0,no sales,0,NaT,0,no sales,1051,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1312,2021,0,no sales,1620,2022,0,no sales,0,no sales
BENG TONG MANSION,Condo,East,RCR - [D15],,2153,1/3/2020,2014,1/3/2022,,,2153,1/3/2020,2014,1/3/2022,2153,no sales,2014,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1835,2019,0,no sales,2153,2020,0,no sales,0,no sales,0,no sales,0,no sales,2014,2022,0,no sales,0,no sales
BERKELEY RESIDENCES,Condo,East,OCR - [D15],,1701,1/4/2023,1265,1/5/2021,,,1701,1/4/2023,1265,1/5/2021,1701,no sales,1265,no sales,0,NaT,0,NaT,1450,2018,0,no sales,0,no sales,0,no sales,1441,2020,0,no sales,1562,2021,1265,2021,1560,2022,0,no sales,1609,2023,0,no sales
BEVERLY HILL,Condo,Central,CCR - [D10],,0,no sales,2382,1/7/2023,,,0,no sales,2462,1/1/2022,0,no sales,2382,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2091,2019,0,no sales,0,no sales,0,no sales,2151,2021,0,no sales,2414,2022,0,no sales,2382,2023
BIJOU,Condo,West,RCR - [D05],,1876,1/5/2023,0,no sales,,,2265,1/11/2022,0,no sales,1876,no sales,0,no sales,2008,1/3/2020,0,no sales,0,no sales,0,no sales,2004,2019,0,no sales,2008,2020,0,no sales,2010,2021,0,no sales,2110,2022,0,no sales,2012,2023,0,no sales
BINJAI PARK,Condo,West,RCR - [D21],,0,no sales,1586,1/1/2023,,,0,no sales,1616,1/4/2022,0,no sales,1586,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1529,2021,0,no sales,1596,2022,0,no sales,1586,2023
BIRCHWOOD MANSIONS,Condo,Central,RCR - [D12],,0,no sales,1481,1/11/2023,,,0,no sales,1481,1/11/2023,0,no sales,1481,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1211,2022,0,no sales,1481,2023
BIRMINGHAM MANSIONS,Condo,Central,CCR - [D11],,0,no sales,1877,1/10/2023,,,0,no sales,1877,1/10/2023,0,no sales,1858,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1496,2019,0,no sales,0,no sales,0,no sales,1683,2021,0,no sales,1802,2022,0,no sales,1813,2023
BISHAN 8,Condo,North,RCR - [D20],,1644,1/9/2023,1555,1/1/2023,,,1644,1/9/2023,1555,1/1/2023,1644,half year,1555,no sales,0,NaT,0,NaT,0,no sales,1183,2018,0,no sales,1207,2019,0,no sales,1187,2020,0,no sales,1240,2021,0,no sales,1366,2022,1644,2023,1555,2023
BISHAN PARK CONDOMINIUM,Condo,North,RCR - [D20],,0,no sales,1310,1/12/2023,,,0,no sales,1378,1/10/2023,0,no sales,1308,half year,0,no sales,0,NaT,0,no sales,929,2018,0,no sales,969,2019,0,no sales,1030,2020,0,no sales,1080,2021,0,no sales,1142,2022,0,no sales,1293,2023
